Order_ID,Customer_ID,Product_ID,Order_Time,Dispatch_Time,Delivery_Time,Status,Delay_Minutes,City_ID,Partner_ID
73,5838,833,12-10-2023,12-10-2023 15:00,12-10-2023 17:00,,-50,98,41
74,1685,472,17-05-2023,17-05-2023 16:00,21-05-2023 10:00,delivered,9999,,27
75,5666,2852,06-09-2025,06-09-2025 04:00,06-09-2025 14:00,delivered,-50,41,60
76,4066,1041,20-11-2024,21-11-2024 21:00,22-11-2024 14:00,In Transit,111,12,9
77,2960,2905,05-04-2022,06-04-2022 15:00,06-04-2022 19:00,,9999,,34
47455,1535,1545,03-05-2024,03-05-2024 08:00,06-05-2024 11:00,Delayed,257,65,48
40751,2859,477,23-10-2021,24-10-2021 16:00,25-10-2021 08:00,DELIVERED,9999,88,23
22061,5029,2990,20-12-2025,21-12-2025 10:00,23-12-2025 18:00,In Transit,-50,50,57
81,2587,338,15-09-2022,16-09-2022 11:00,17-09-2022 07:00,,-50,,40
33994,1789,145,02-01-2024,02-01-2024 05:00,02-01-2024 15:00,In Transit,8,,8
7011,1867,123,02-07-2021,03-07-2021 07:00,03-07-2021 21:00,Delivered,,,30
1768,2642,2190,30-05-2020,31-05-2020 04:00,02-06-2020 08:00,Delivered,,,10
85,2067,1404,23-12-2020,24-12-2020 15:00,27-12-2020 11:00,,9999,,21
31015,1556,1624,28-03-2022,28-03-2022 08:00,30-03-2022 07:00,,,,19
41590,1117,981,19-01-2025,19-01-2025 23:00,22-01-2025 03:00,DELIVERED,4,83,41
49187,1803,2508,02-04-2020,02-04-2020 02:00,02-04-2020 04:00,In Transit,160,4,42
89,1057,2300,24-09-2025,24-09-2025 04:00,27-09-2025 10:00,Delayed,,56,45
18091,2098,2664,21-06-2023,22-06-2023 07:00,22-06-2023 08:00,DELIVERED,59,37,4
20619,4091,2835,15-06-2023,15-06-2023 14:00,19-06-2023 05:00,,-50,63,27
92,4043,1906,14-06-2022,14-06-2022 13:00,18-06-2022 04:00,DELIVERED,-50,34,6
93,1983,982,24-07-2025,25-07-2025 17:00,29-07-2025 04:00,DELIVERED,175,87,47
10978,1157,1317,16-09-2021,17-09-2021 07:00,18-09-2021 15:00,Delivered,,34,54
45363,5358,2710,28-02-2020,28-02-2020 08:00,29-02-2020 22:00,Delivered,,,6
49666,4783,2612,22-06-2021,23-06-2021 03:00,23-06-2021 14:00,DELIVERED,243,38,44
97,1113,642,27-12-2022,27-12-2022 02:00,29-12-2022 18:00,,9999,,28
98,2541,368,25-04-2020,25-04-2020 07:00,27-04-2020 05:00,DELIVERED,-50,,1
99,4650,2222,01-09-2023,01-09-2023 22:00,02-09-2023 01:00,Delivered,140,,30
100,5931,2803,07-02-2021,07-02-2021 21:00,11-02-2021 03:00,Delayed,-50,6,52
28377,3610,1733,14-07-2025,14-07-2025 14:00,14-07-2025 15:00,Delivered,295,,18
102,3605,1362,07-11-2023,07-11-2023 04:00,09-11-2023 01:00,In Transit,9999,4,10
3534,4127,1270,28-02-2025,01-03-2025 23:00,04-03-2025 15:00,DELIVERED,9999,,7
104,2915,1033,10-08-2020,10-08-2020 05:00,13-08-2020 12:00,,-50,,52
105,3899,728,27-04-2024,27-04-2024 07:00,30-04-2024 20:00,DELIVERED,9999,,48
106,4106,2039,29-09-2024,29-09-2024 22:00,02-10-2024 05:00,,9999,25,41
35925,4599,200,09-05-2022,09-05-2022 19:00,12-05-2022 17:00,In Transit,7,46,53
108,4917,2355,30-06-2025,01-07-2025 07:00,04-07-2025 22:00,,162,,17
41373,1961,571,13-04-2020,14-04-2020 17:00,18-04-2020 06:00,,9999,35,13
29350,3634,1897,08-02-2020,08-02-2020 15:00,12-02-2020 10:00,In Transit,-50,11,47
111,4376,518,05-05-2021,05-05-2021 17:00,07-05-2021 05:00,In Transit,9999,6,50
112,3592,1482,02-05-2021,03-05-2021 02:00,04-05-2021 19:00,,9999,,7
113,4023,359,13-02-2023,13-02-2023 21:00,14-02-2023 12:00,Delayed,93,56,29
2625,3638,1925,02-03-2025,03-03-2025 07:00,05-03-2025 05:00,Delayed,-50,75,16
15341,4276,231,27-12-2022,28-12-2022 09:00,30-12-2022 21:00,DELIVERED,242,,4
36802,4992,1287,20-01-2024,21-01-2024 07:00,22-01-2024 03:00,,270,33,7
117,5303,236,02-01-2020,03-01-2020 21:00,04-01-2020 18:00,Delivered,177,10,39
118,5982,518,16-05-2020,17-05-2020 10:00,18-05-2020 15:00,,-50,53,4
46451,4779,1502,13-05-2021,14-05-2021 07:00,16-05-2021 16:00,delivered,9999,32,22
23033,4981,2026,28-06-2022,29-06-2022 05:00,30-06-2022 19:00,,-50,22,11
25436,3613,767,08-12-2020,09-12-2020 14:00,11-12-2020 20:00,delivered,54,,13
26511,2273,2801,10-06-2020,11-06-2020 17:00,14-06-2020 04:00,Delayed,266,,56
42368,2953,2622,27-07-2025,28-07-2025 15:00,29-07-2025 20:00,Delayed,9999,,1
124,3720,2353,11-05-2025,12-05-2025 20:00,13-05-2025 16:00,,240,,48
18487,1267,2879,12-01-2024,12-01-2024 17:00,16-01-2024 16:00,DELIVERED,9999,48,39
126,3170,2578,25-08-2022,26-08-2022 02:00,27-08-2022 03:00,,,15,24
9703,1331,638,08-05-2023,08-05-2023 14:00,10-05-2023 17:00,Delayed,,9,33
128,3529,486,02-08-2023,02-08-2023 02:00,02-08-2023 17:00,DELIVERED,164,73,12
129,4304,2788,29-05-2023,29-05-2023 09:00,29-05-2023 13:00,DELIVERED,-50,49,46
130,4765,558,05-03-2025,06-03-2025 04:00,08-03-2025 07:00,,-50,,47
131,1555,982,20-02-2022,20-02-2022 11:00,20-02-2022 18:00,DELIVERED,-50,24,19
34777,1632,2564,08-04-2021,08-04-2021 17:00,10-04-2021 08:00,Delivered,,,39
133,5625,366,23-08-2023,24-08-2023 09:00,26-08-2023 07:00,DELIVERED,-50,,52
134,4513,2560,06-11-2022,06-11-2022 05:00,06-11-2022 13:00,In Transit,9999,1,23
12689,3891,2225,19-10-2025,20-10-2025 17:00,21-10-2025 16:00,DELIVERED,9999,58,57
42293,4589,1887,14-05-2020,16-05-2020 00:00,17-05-2020 09:00,Delivered,2,13,37
49425,1570,109,22-08-2025,22-08-2025 13:00,24-08-2025 00:00,In Transit,221,,46
138,2983,675,14-12-2020,14-12-2020 18:00,17-12-2020 07:00,,9999,,2
139,5292,2733,01-04-2020,02-04-2020 22:00,06-04-2020 16:00,Delivered,9999,34,36
1967,5371,2979,01-06-2022,01-06-2022 14:00,02-06-2022 13:00,Delivered,,,14
141,3898,638,18-01-2021,19-01-2021 23:00,20-01-2021 23:00,In Transit,,,18
142,3858,783,01-02-2024,02-02-2024 08:00,03-02-2024 11:00,DELIVERED,,,11
143,5566,627,18-04-2020,18-04-2020 22:00,21-04-2020 15:00,Delivered,-50,,12
144,2544,785,21-05-2023,21-05-2023 01:00,22-05-2023 07:00,delivered,-50,,57
11331,1701,2331,09-12-2025,10-12-2025 01:00,11-12-2025 22:00,Delivered,9999,84,39
25625,4070,1022,03-03-2020,04-03-2020 19:00,06-03-2020 20:00,Delivered,9999,,51
15246,4857,612,24-04-2023,24-04-2023 12:00,28-04-2023 08:00,In Transit,9999,29,28
34765,2309,1676,19-03-2022,20-03-2022 02:00,22-03-2022 20:00,In Transit,280,92,40
29183,5710,1250,08-12-2021,08-12-2021 06:00,11-12-2021 14:00,,-50,10,35
150,1407,234,25-10-2022,25-10-2022 16:00,26-10-2022 16:00,,9999,82,32
151,4100,1273,22-10-2020,23-10-2020 06:00,24-10-2020 16:00,delivered,,,46
152,4769,1914,01-01-2020,01-01-2020 19:00,02-01-2020 03:00,In Transit,9999,,34
153,5892,2521,23-07-2020,23-07-2020 10:00,24-07-2020 16:00,delivered,-50,95,57
32043,3529,653,02-04-2021,03-04-2021 01:00,04-04-2021 17:00,Delayed,-50,,48
155,2817,267,21-11-2025,21-11-2025 06:00,23-11-2025 21:00,delivered,9999,,49
156,2737,777,28-11-2022,29-11-2022 04:00,30-11-2022 07:00,In Transit,108,,44
157,2357,1306,06-09-2020,07-09-2020 16:00,09-09-2020 18:00,Delayed,,64,52
39539,5167,952,29-06-2020,29-06-2020 20:00,01-07-2020 03:00,Delayed,9999,68,35
159,3259,1845,25-01-2025,27-01-2025 00:00,30-01-2025 01:00,Delivered,,24,27
160,5284,141,24-12-2023,24-12-2023 12:00,28-12-2023 06:00,In Transit,248,15,6
161,1569,2857,27-12-2022,27-12-2022 16:00,29-12-2022 04:00,delivered,,65,7
162,5206,408,28-08-2024,29-08-2024 09:00,30-08-2024 00:00,Delivered,262,51,48
6114,5908,1752,24-04-2020,24-04-2020 15:00,24-04-2020 20:00,In Transit,-50,,17
18791,2040,1841,27-07-2021,28-07-2021 16:00,31-07-2021 22:00,,,,16
45210,5638,116,25-01-2022,25-01-2022 06:00,28-01-2022 16:00,DELIVERED,,,38
43101,2360,688,06-11-2020,07-11-2020 01:00,08-11-2020 10:00,Delayed,9999,,35
167,5952,2450,08-12-2023,08-12-2023 01:00,10-12-2023 23:00,In Transit,-50,,28
168,5765,2648,30-07-2024,31-07-2024 22:00,04-08-2024 11:00,delivered,9999,,54
25754,1231,1916,19-11-2020,19-11-2020 02:00,19-11-2020 17:00,Delayed,146,73,3
17433,3136,1039,19-02-2021,19-02-2021 21:00,21-02-2021 11:00,In Transit,-50,,16
171,2520,1991,23-05-2021,23-05-2021 22:00,27-05-2021 15:00,delivered,268,26,49
1239,4816,2629,23-06-2023,23-06-2023 04:00,26-06-2023 06:00,Delayed,,78,3
173,3087,2886,12-09-2024,12-09-2024 22:00,16-09-2024 11:00,In Transit,,,20
174,5366,516,05-06-2023,05-06-2023 15:00,06-06-2023 04:00,Delayed,9999,17,4
42193,3285,601,08-01-2021,08-01-2021 10:00,10-01-2021 23:00,DELIVERED,41,56,16
38707,4641,177,20-02-2020,21-02-2020 20:00,24-02-2020 12:00,DELIVERED,281,58,55
177,5819,107,05-10-2021,05-10-2021 08:00,08-10-2021 04:00,Delayed,-50,61,27
6926,5014,2847,12-01-2023,13-01-2023 15:00,15-01-2023 16:00,Delivered,-50,95,22
36096,1215,107,26-03-2021,26-03-2021 12:00,27-03-2021 15:00,Delayed,123,,33
27422,1478,1624,12-02-2023,13-02-2023 06:00,16-02-2023 12:00,DELIVERED,,,19
181,3330,2154,08-03-2022,09-03-2022 05:00,10-03-2022 22:00,Delayed,,76,44
16957,3068,385,11-02-2023,12-02-2023 05:00,15-02-2023 13:00,In Transit,9999,,27
17641,1471,990,07-01-2023,07-01-2023 03:00,08-01-2023 19:00,DELIVERED,9999,96,56
18931,5218,2163,12-05-2024,12-05-2024 21:00,13-05-2024 18:00,Delayed,9999,7,33
185,4001,1449,01-05-2021,01-05-2021 05:00,03-05-2021 08:00,,,,2
186,1889,1850,04-08-2021,05-08-2021 14:00,05-08-2021 18:00,DELIVERED,-50,95,1
47144,4055,2534,03-07-2024,04-07-2024 17:00,07-07-2024 17:00,,,93,7
188,1010,565,12-07-2020,13-07-2020 06:00,16-07-2020 11:00,Delayed,-50,,48
24431,1883,1417,13-09-2024,13-09-2024 09:00,16-09-2024 22:00,Delivered,-50,,58
9816,3446,453,25-09-2022,26-09-2022 11:00,30-09-2022 00:00,In Transit,9999,7,26
191,2197,470,25-09-2025,25-09-2025 23:00,29-09-2025 13:00,Delivered,106,3,56
2328,1384,2179,05-03-2025,05-03-2025 02:00,06-03-2025 11:00,Delivered,-50,,30
35740,1663,1403,31-01-2023,01-02-2023 16:00,02-02-2023 01:00,Delayed,,,16
194,5022,2044,10-05-2025,11-05-2025 19:00,12-05-2025 01:00,delivered,39,92,50
1633,5426,1531,21-10-2025,21-10-2025 14:00,24-10-2025 21:00,Delayed,,,26
196,1197,747,11-08-2025,12-08-2025 21:00,15-08-2025 11:00,delivered,223,,41
197,4883,1335,14-12-2023,14-12-2023 13:00,16-12-2023 00:00,delivered,31,,23
198,1673,230,04-09-2021,05-09-2021 21:00,09-09-2021 05:00,In Transit,-50,,7
199,3875,1893,21-06-2020,22-06-2020 06:00,24-06-2020 04:00,In Transit,,61,54
200,5746,2336,19-01-2025,19-01-2025 02:00,22-01-2025 19:00,Delivered,137,71,40
201,2280,650,25-02-2025,25-02-2025 20:00,28-02-2025 11:00,Delivered,79,25,3
3922,3486,1448,02-10-2024,03-10-2024 09:00,06-10-2024 18:00,Delayed,9999,70,36
28202,1026,1007,06-11-2022,06-11-2022 04:00,08-11-2022 00:00,In Transit,,8,39
36595,4391,1993,12-06-2025,12-06-2025 19:00,13-06-2025 12:00,In Transit,126,,46
22823,5032,2833,03-08-2025,03-08-2025 07:00,04-08-2025 05:00,delivered,35,29,27
206,3727,1184,27-06-2023,27-06-2023 23:00,29-06-2023 14:00,delivered,9999,,28
207,1510,2656,26-09-2024,26-09-2024 11:00,26-09-2024 13:00,In Transit,9999,,50
32416,4549,2518,08-06-2025,09-06-2025 09:00,11-06-2025 13:00,DELIVERED,-50,,57
209,4091,763,09-06-2022,09-06-2022 21:00,10-06-2022 04:00,DELIVERED,-50,86,31
17144,1100,2853,14-07-2023,16-07-2023 00:00,18-07-2023 10:00,DELIVERED,-50,,12
34070,2537,953,14-10-2020,14-10-2020 08:00,15-10-2020 14:00,,9999,,48
212,5304,1992,17-12-2022,18-12-2022 03:00,20-12-2022 00:00,,189,94,50
213,4528,523,11-05-2025,11-05-2025 10:00,13-05-2025 06:00,delivered,9999,,24
3872,4384,2933,22-05-2022,23-05-2022 09:00,27-05-2022 05:00,Delivered,122,,25
43142,3098,2533,04-11-2024,05-11-2024 06:00,08-11-2024 17:00,In Transit,12,,43
44144,4405,1732,01-12-2020,01-12-2020 23:00,02-12-2020 13:00,Delayed,9999,84,41
43441,5393,644,31-05-2024,31-05-2024 10:00,01-06-2024 15:00,,9999,77,41
218,4553,633,26-10-2023,26-10-2023 21:00,29-10-2023 18:00,DELIVERED,,,40
45784,5902,1292,02-02-2024,02-02-2024 07:00,06-02-2024 05:00,Delayed,9999,1,3
220,2052,532,10-11-2021,10-11-2021 02:00,13-11-2021 09:00,delivered,,,41
47822,1916,856,19-01-2025,20-01-2025 15:00,21-01-2025 03:00,DELIVERED,119,,42
222,3805,2400,24-06-2025,24-06-2025 15:00,26-06-2025 02:00,,9999,16,55
223,4226,2309,10-11-2025,10-11-2025 21:00,11-11-2025 23:00,,9999,,41
224,2219,2097,24-03-2024,25-03-2024 07:00,27-03-2024 02:00,DELIVERED,-50,36,4
26863,5755,1945,27-02-2023,27-02-2023 09:00,28-02-2023 03:00,delivered,,,23
12875,5198,195,20-07-2020,20-07-2020 04:00,22-07-2020 10:00,,,,13
48470,2402,1188,27-01-2024,27-01-2024 17:00,31-01-2024 17:00,,-50,,51
228,5664,2697,04-08-2020,05-08-2020 12:00,08-08-2020 13:00,Delivered,254,,7
1179,4154,1890,13-03-2020,13-03-2020 16:00,15-03-2020 13:00,Delayed,,,47
230,1639,2831,08-08-2020,08-08-2020 11:00,11-08-2020 11:00,delivered,,,23
231,5624,1313,28-05-2020,29-05-2020 16:00,02-06-2020 01:00,Delivered,-50,,9
18481,4677,767,25-02-2022,26-02-2022 03:00,28-02-2022 01:00,In Transit,9999,,60
10814,3982,2547,21-01-2020,21-01-2020 09:00,24-01-2020 01:00,DELIVERED,-50,35,1
37395,2429,925,26-04-2024,27-04-2024 06:00,27-04-2024 12:00,delivered,,,37
49774,2955,1929,18-09-2021,19-09-2021 04:00,22-09-2021 22:00,In Transit,-50,,33
29979,5567,309,12-11-2020,12-11-2020 21:00,16-11-2020 01:00,delivered,35,61,55
237,2058,2236,10-02-2022,11-02-2022 23:00,12-02-2022 12:00,delivered,-50,,1
238,2926,2010,02-05-2023,02-05-2023 14:00,04-05-2023 01:00,Delayed,9999,63,47
239,3760,2474,09-04-2021,10-04-2021 02:00,12-04-2021 09:00,,,51,25
240,2197,1334,11-03-2022,12-03-2022 05:00,15-03-2022 17:00,Delayed,-50,39,54
241,5480,1009,24-09-2025,24-09-2025 08:00,27-09-2025 01:00,Delayed,-50,,3
242,2380,1300,17-07-2024,17-07-2024 12:00,20-07-2024 03:00,delivered,-50,,36
25978,2234,2251,06-05-2025,08-05-2025 00:00,10-05-2025 20:00,Delayed,-50,,42
244,5032,2784,13-08-2025,13-08-2025 17:00,13-08-2025 21:00,Delivered,,,48
46295,4292,2777,29-01-2022,29-01-2022 12:00,01-02-2022 03:00,delivered,-50,82,45
14904,5037,430,21-10-2020,22-10-2020 07:00,25-10-2020 14:00,,-50,,10
247,1273,1383,15-05-2021,15-05-2021 17:00,16-05-2021 22:00,delivered,-50,48,54
37278,2011,2831,12-05-2023,13-05-2023 02:00,15-05-2023 11:00,In Transit,9999,,35
4963,1371,2426,07-08-2023,08-08-2023 23:00,11-08-2023 10:00,In Transit,9999,85,15
8691,4453,532,14-07-2020,14-07-2020 08:00,14-07-2020 10:00,,9999,91,37
31605,3885,545,29-06-2021,29-06-2021 11:00,03-07-2021 00:00,delivered,-50,58,60
43438,5074,1333,06-11-2021,07-11-2021 13:00,11-11-2021 01:00,,58,,35
253,4486,1944,29-09-2024,30-09-2024 00:00,01-10-2024 01:00,In Transit,9999,,20
254,1270,2753,15-09-2024,16-09-2024 08:00,19-09-2024 04:00,DELIVERED,-50,73,50
255,4691,2664,07-10-2022,07-10-2022 02:00,09-10-2022 08:00,Delivered,-50,,15
256,3028,993,07-12-2023,08-12-2023 22:00,10-12-2023 08:00,Delayed,80,,25
3674,5026,2767,02-12-2022,02-12-2022 13:00,04-12-2022 15:00,Delayed,46,,20
258,5362,2754,20-04-2024,20-04-2024 20:00,22-04-2024 18:00,In Transit,,,60
259,5420,1677,29-10-2022,30-10-2022 15:00,31-10-2022 10:00,DELIVERED,,,29
6472,3953,141,03-06-2022,04-06-2022 12:00,08-06-2022 03:00,Delivered,29,90,32
43331,2142,1758,04-02-2023,05-02-2023 00:00,07-02-2023 20:00,Delayed,-50,30,4
262,1918,458,20-08-2022,21-08-2022 09:00,23-08-2022 07:00,Delayed,142,,38
263,2216,2536,19-03-2024,20-03-2024 00:00,21-03-2024 08:00,delivered,,,19
264,1641,1618,10-12-2022,10-12-2022 13:00,13-12-2022 05:00,,9999,,35
265,1856,1203,13-12-2024,13-12-2024 18:00,14-12-2024 14:00,Delayed,35,,23
34717,3863,1803,01-10-2021,01-10-2021 05:00,03-10-2021 06:00,Delivered,105,,48
36190,1356,2713,10-12-2023,11-12-2023 22:00,15-12-2023 03:00,Delivered,9999,,9
268,2941,911,25-02-2024,25-02-2024 12:00,28-02-2024 07:00,Delivered,107,47,50
10204,3275,1640,02-09-2023,02-09-2023 22:00,03-09-2023 19:00,Delayed,133,,53
24675,2201,1800,06-01-2022,07-01-2022 05:00,09-01-2022 16:00,delivered,9999,,42
23729,4396,1301,05-09-2021,05-09-2021 11:00,08-09-2021 01:00,delivered,9999,,3
272,5056,105,09-06-2022,10-06-2022 14:00,13-06-2022 01:00,delivered,9999,14,16
45354,5511,1172,20-01-2022,21-01-2022 03:00,21-01-2022 06:00,Delivered,267,,5
48478,2565,604,10-03-2021,10-03-2021 07:00,13-03-2021 13:00,DELIVERED,9999,,49
275,3606,2590,19-08-2024,19-08-2024 19:00,23-08-2024 18:00,In Transit,-50,90,16
276,3504,254,25-01-2025,26-01-2025 01:00,28-01-2025 13:00,In Transit,9999,,31
23115,5715,879,08-06-2022,09-06-2022 03:00,10-06-2022 20:00,Delayed,9999,,53
278,5385,1538,29-12-2022,30-12-2022 23:00,02-01-2023 23:00,,84,,34
279,1672,2496,18-04-2023,18-04-2023 01:00,19-04-2023 20:00,DELIVERED,-50,,42
26039,2997,1421,03-04-2025,04-04-2025 12:00,05-04-2025 09:00,In Transit,14,33,41
281,1373,1766,31-07-2023,31-07-2023 03:00,03-08-2023 04:00,Delivered,,,30
26258,5069,2577,14-05-2023,14-05-2023 13:00,17-05-2023 02:00,DELIVERED,205,,46
283,2855,354,17-05-2020,17-05-2020 22:00,21-05-2020 20:00,delivered,-50,38,54
284,3674,2852,19-08-2024,20-08-2024 12:00,23-08-2024 15:00,In Transit,-50,,36
285,4930,1910,28-10-2025,29-10-2025 21:00,01-11-2025 14:00,,157,82,31
286,4409,2805,30-01-2025,30-01-2025 17:00,01-02-2025 13:00,,-50,,57
287,3343,502,30-12-2021,30-12-2021 01:00,31-12-2021 20:00,In Transit,,20,51
288,1674,163,18-07-2020,18-07-2020 03:00,20-07-2020 08:00,Delivered,290,45,3
39733,3675,1319,30-04-2024,01-05-2024 13:00,04-05-2024 03:00,delivered,95,31,26
28112,5742,2688,06-03-2020,07-03-2020 23:00,10-03-2020 13:00,delivered,192,,43
291,3609,395,11-03-2024,11-03-2024 19:00,14-03-2024 08:00,Delayed,-50,30,21
30332,2048,2381,16-10-2022,17-10-2022 07:00,20-10-2022 04:00,,195,,16
