Product_ID,Product_Name,Category,Price
165,Sofa 353,Clothing,2999
166,Laptop 391,CLOTHING,4797
167,Headphones 331,Clothing,4032
168,Sofa 332,Home,696
169,Shoes 6,Clothing,1843
170,Laptop 377,Home,1571
171,Table 211,electronics,4631
172,T-shirt 310,CLOTHING,2166
173,Mobile 162,Electronics,4418
174,Headphones 350,Clothing,1502
175,Table 372,Clothing,-200
176,Headphones 445,Clothing,4938
177,Camera 209,Electronics,0
178,Mobile 123,,0
179,Bag 6,Clothing,2050
180,Bag 42,Electronics,360
181,Bag 196,,3435
182,Table 349,,0
183,Laptop 284,,-200
184,Shoes 290,Home,-200
185,Headphones 428,Electronics,4900
186,Laptop 423,Clothing,4603
187,Mobile 34,electronics,2538
188,Watch 265,CLOTHING,1301
189,Shoes 283,Home,1381
190,Bag 345,CLOTHING,4603
191,Laptop 193,CLOTHING,2442
192,Laptop 67,Home,2750
193,Camera 354,Electronics,-200
194,Camera 196,CLOTHING,3633
195,Camera 394,,1754
196,Table 340,,3632
197,Camera 411,,3899
198,Mobile 65,Electronics,-200
199,Bag 106,Home,0
200,Shoes 283,CLOTHING,-200
201,Shoes 16,Clothing,0
202,Mobile 467,electronics,-200
203,Table 321,CLOTHING,0
204,Sofa 368,Home,0
205,Watch 83,,4093
206,Watch 169,,0
207,T-shirt 330,electronics,1288
208,T-shirt 292,Clothing,-200
209,Shoes 133,CLOTHING,553
210,Headphones 121,,0
211,Shoes 380,Electronics,4106
212,Headphones 67,electronics,0
213,Sofa 176,,4635
214,Table 298,Electronics,1772
215,Table 103,Electronics,413
216,Laptop 155,CLOTHING,2451
217,Sofa 296,Home,3333
218,Shoes 328,,0
219,Bag 247,CLOTHING,4219
220,Table 287,Electronics,0
221,Table 194,CLOTHING,1093
222,Camera 341,,3971
223,Bag 351,Home,4184
224,Watch 462,Electronics,4628
225,Mobile 184,Clothing,1966
226,Camera 453,Clothing,3008
227,Camera 293,Clothing,2813
228,Watch 326,,0
229,Bag 67,Electronics,-200
230,Headphones 158,,3724
231,Laptop 245,Electronics,-200
232,Sofa 261,Electronics,1678
233,T-shirt 325,electronics,-200
234,Watch 178,Clothing,0
235,Sofa 343,Clothing,0
236,Sofa 330,CLOTHING,363
237,Shoes 338,electronics,-200
238,Laptop 23,Home,-200
239,Sofa 85,Clothing,0
240,T-shirt 298,Electronics,3554
241,Headphones 158,,-200
242,Table 497,electronics,4165
243,Sofa 8,Electronics,-200
244,Sofa 176,Electronics,1498
245,Watch 392,Home,346
246,T-shirt 408,Electronics,0
247,Watch 323,CLOTHING,4286
248,Sofa 77,electronics,2496
249,T-shirt 331,Clothing,2401
250,Sofa 71,Home,4908
251,T-shirt 278,electronics,2472
252,Laptop 118,electronics,0
253,Bag 302,Home,-200
254,Sofa 94,,4475
255,Watch 485,Clothing,4441
256,Mobile 395,electronics,0
257,Table 281,Home,-200
258,Laptop 282,,4700
259,Bag 244,CLOTHING,-200
260,T-shirt 81,electronics,430
261,Camera 80,Home,1316
262,Sofa 55,CLOTHING,2681
263,Sofa 5,Electronics,-200
264,Bag 402,Electronics,2293
265,Shoes 222,Home,-200
266,Laptop 345,CLOTHING,0
267,Headphones 355,Home,3130
268,Shoes 57,,-200
269,Camera 28,,1479
270,Table 234,electronics,686
271,Shoes 451,electronics,2549
272,Laptop 423,Electronics,3496
273,Mobile 70,electronics,3877
274,Laptop 6,Home,1477
275,Headphones 121,Electronics,3485
276,Laptop 439,,3411
277,Table 95,Clothing,0
278,Table 499,electronics,1188
279,Sofa 453,,3260
280,Table 45,,4326
281,Sofa 266,Clothing,0
282,Bag 246,,-200
283,Bag 165,,3381
284,Table 431,CLOTHING,0
285,Laptop 239,,1436
286,Camera 396,electronics,0
287,Headphones 148,CLOTHING,0
288,Bag 185,,-200
289,Shoes 77,Home,0
290,Laptop 433,Electronics,-200
291,Laptop 171,Electronics,-200
292,Sofa 284,Clothing,-200
293,Sofa 419,electronics,4035
294,Bag 36,Clothing,1200
295,Table 281,Electronics,0
296,Shoes 149,CLOTHING,3110
297,Bag 82,electronics,4702
298,Bag 235,Home,4586
299,Headphones 465,CLOTHING,0
300,Laptop 163,Electronics,-200
301,Camera 184,CLOTHING,-200
302,Laptop 253,CLOTHING,0
303,Headphones 208,Clothing,1382
304,Sofa 475,,1849
305,Watch 33,Electronics,4765
306,Headphones 239,Electronics,1526
307,Laptop 259,Clothing,932
308,Shoes 4,CLOTHING,0
309,Camera 334,Home,0
310,Watch 484,CLOTHING,4132
311,Table 277,Home,2787
312,T-shirt 351,Home,-200
313,Bag 238,Clothing,2895
314,Table 333,Electronics,4148
315,Bag 112,Electronics,-200
316,Headphones 443,Electronics,4956
317,Shoes 141,Electronics,-200
318,Watch 144,Electronics,3942
319,Laptop 325,,1353
320,Headphones 446,Home,-200
321,Shoes 58,Home,2650
322,Camera 45,Clothing,386
323,Laptop 77,CLOTHING,2028
324,Headphones 329,,4718
325,T-shirt 251,Electronics,0
326,Laptop 278,CLOTHING,2901
327,Camera 22,Home,1030
328,Sofa 17,,1090
329,Shoes 475,Home,0
330,T-shirt 396,Electronics,3100
331,Headphones 338,Clothing,3656
332,T-shirt 273,Home,0
333,Mobile 497,CLOTHING,-200
334,Sofa 340,Clothing,0
335,Bag 398,Home,0
336,Mobile 302,Home,0
337,Table 99,CLOTHING,2947
338,Camera 352,electronics,0
339,T-shirt 340,Clothing,4427
340,Table 447,,2647
341,Laptop 378,electronics,-200
342,T-shirt 315,Clothing,1398
343,Laptop 436,,0
344,Headphones 384,Clothing,771
345,Watch 326,CLOTHING,4140
346,Bag 4,CLOTHING,0
347,Headphones 375,Clothing,-200
348,Headphones 158,Electronics,-200
349,Watch 413,,3778
350,Watch 258,Home,0
351,Sofa 336,Home,-200
352,Watch 357,electronics,0
353,Watch 264,Home,4166
354,Sofa 292,Clothing,496
355,Camera 455,Electronics,361
356,Headphones 20,Clothing,4128
357,Laptop 31,Home,3299
358,Table 449,electronics,681
359,Sofa 226,,-200
360,Camera 439,Clothing,237
361,Headphones 249,Clothing,1479
362,Shoes 406,Home,-200
363,Table 184,Home,-200
364,Table 61,Clothing,3303
365,Watch 16,electronics,4554
366,Laptop 175,Clothing,4801
367,Mobile 398,,0
368,Sofa 206,Electronics,2564
369,Laptop 194,CLOTHING,3810
370,Watch 113,Home,3383
371,Shoes 359,Electronics,2583
372,Camera 251,Clothing,0
373,Bag 320,,0
374,Camera 294,Electronics,298
375,Shoes 157,CLOTHING,3383
376,Mobile 72,Home,4628
377,Bag 492,Clothing,1637
378,T-shirt 263,Electronics,1924
379,Sofa 93,electronics,-200
380,Laptop 226,Home,0
381,Watch 1,electronics,0
382,Shoes 417,electronics,0
383,Mobile 95,electronics,1557
384,Mobile 293,Clothing,3974
385,Shoes 59,CLOTHING,3077
386,Watch 38,electronics,-200
387,Laptop 7,CLOTHING,-200
388,Shoes 123,CLOTHING,-200
389,Camera 22,electronics,2035
390,Headphones 17,Electronics,-200
391,T-shirt 433,,-200
392,Bag 140,electronics,0
393,Bag 80,,1996
394,T-shirt 199,CLOTHING,1851
395,Camera 44,CLOTHING,0
396,T-shirt 411,electronics,-200
397,Mobile 347,electronics,-200
398,Headphones 308,CLOTHING,0
399,Table 267,,-200
400,Headphones 429,Clothing,398
401,Mobile 338,CLOTHING,-200
402,Sofa 173,electronics,4076
403,T-shirt 341,CLOTHING,0
404,Shoes 216,Clothing,2697
405,Laptop 376,Home,0
406,Table 266,Electronics,1390
407,T-shirt 77,CLOTHING,4943
408,Mobile 66,Clothing,1616
409,T-shirt 255,,3356
410,Mobile 267,electronics,4556
411,Sofa 41,Electronics,0
412,Sofa 404,Clothing,2478
413,Laptop 184,Clothing,-200
414,Camera 1,,0
415,T-shirt 58,,0
416,T-shirt 42,electronics,668
417,Table 107,Home,0
418,Watch 194,electronics,0
419,Shoes 66,,4933
420,Watch 44,Clothing,-200
421,Camera 119,CLOTHING,1405
422,Watch 139,,316
423,T-shirt 387,Electronics,2289
424,Watch 356,Electronics,1689
425,Table 6,electronics,1923
426,Watch 265,Electronics,4752
427,T-shirt 341,Home,2759
428,Shoes 461,,-200
429,T-shirt 152,,1901
430,Laptop 304,Clothing,-200
431,Table 71,Clothing,4597
432,Headphones 423,electronics,3181
433,Bag 96,Home,4210
434,Camera 15,,3807
435,T-shirt 21,CLOTHING,1596
436,Sofa 411,Clothing,0
437,Headphones 488,Home,3322
438,Sofa 211,electronics,2954
439,Camera 263,,-200
440,Laptop 366,Clothing,2727
441,Bag 96,Home,0
442,T-shirt 352,Electronics,3075
443,Laptop 325,electronics,1957
444,Camera 193,Home,3467
445,Shoes 204,Electronics,2542
446,Headphones 387,electronics,0
447,Watch 68,Electronics,0
448,Bag 364,electronics,-200
449,Headphones 427,Clothing,0
450,Camera 499,Home,4417
451,Mobile 349,Electronics,4595
452,Sofa 475,Home,0
453,Bag 173,Clothing,-200
454,Watch 214,electronics,0
455,Sofa 75,Home,2357
456,Shoes 416,CLOTHING,3697
457,Bag 302,Home,127
458,Mobile 115,,0
459,Watch 287,CLOTHING,3807
460,Mobile 332,Electronics,0
461,Table 193,CLOTHING,2912
462,Watch 218,Home,4814
463,Camera 386,,2477
464,Laptop 75,CLOTHING,855
465,Shoes 119,Home,0
466,Mobile 399,Electronics,-200
467,Camera 330,Clothing,-200
468,Camera 198,Home,3175
469,Table 437,electronics,0
470,T-shirt 154,electronics,0
471,Bag 300,,1819
472,Headphones 105,electronics,3758
473,Laptop 440,Home,-200
474,Headphones 281,Electronics,4878
475,T-shirt 294,,4022
476,Bag 197,CLOTHING,4160
477,T-shirt 345,Clothing,564
478,Bag 188,CLOTHING,653
479,Table 100,electronics,2349
480,Sofa 86,Electronics,4617
481,Mobile 138,Clothing,582
482,Shoes 238,CLOTHING,-200
483,T-shirt 80,Clothing,3472
484,Watch 372,electronics,0
485,Shoes 73,CLOTHING,3538
486,Camera 255,Electronics,-200
487,Mobile 216,Clothing,2475
488,Mobile 267,Clothing,-200
489,Camera 10,Home,0
490,Shoes 181,Home,491
491,Headphones 338,CLOTHING,1383
492,Laptop 3,CLOTHING,0
493,Bag 434,CLOTHING,2008
494,Sofa 399,Home,3075
495,Camera 412,Clothing,2367
496,Watch 358,electronics,0
497,Mobile 367,electronics,-200
498,T-shirt 466,CLOTHING,-200
499,Table 100,,3709
500,Mobile 409,Home,2288
501,Watch 83,CLOTHING,-200
502,Shoes 54,Home,2744
503,Bag 186,Electronics,-200
504,Shoes 260,Home,-200
505,Mobile 333,Electronics,4297
506,Mobile 454,Clothing,0
507,Table 207,Electronics,2676
508,T-shirt 189,CLOTHING,710
509,Sofa 162,Electronics,3751
510,Mobile 431,electronics,1361
511,Bag 292,Clothing,-200
512,Bag 150,,3424
513,Bag 259,Home,1359
514,Camera 122,Home,1624
515,Camera 159,Clothing,0
516,Camera 28,Clothing,0
517,T-shirt 382,Electronics,-200
518,Camera 275,Clothing,1305
519,Sofa 173,Clothing,-200
520,Sofa 317,electronics,2398
521,Table 159,CLOTHING,2856
522,Table 13,Clothing,1646
523,Shoes 268,Electronics,-200
524,Watch 10,,4963
525,Shoes 347,Clothing,-200
526,Mobile 306,Electronics,486
527,Camera 393,,853
528,Camera 433,Home,3215
529,Bag 250,Home,2412
530,Camera 236,Clothing,303
531,Bag 386,Home,-200
532,Camera 258,,2160
533,Sofa 233,electronics,1609
534,Shoes 233,electronics,4040
535,Table 244,Electronics,-200
536,Laptop 113,electronics,2162
537,Bag 383,Home,251
538,Mobile 268,Home,-200
539,Watch 168,CLOTHING,4878
540,T-shirt 13,electronics,0
541,T-shirt 215,Clothing,-200
542,Headphones 42,Home,143
543,Bag 196,Home,0
544,Shoes 277,CLOTHING,0
545,Shoes 262,Electronics,4876
546,Shoes 173,,3674
547,T-shirt 126,,1191
548,Laptop 315,electronics,-200
549,Laptop 324,CLOTHING,-200
550,Headphones 319,electronics,3614
551,Laptop 200,Home,-200
552,Shoes 162,Electronics,4145
553,Laptop 378,,3968
554,Mobile 107,electronics,605
555,Headphones 194,CLOTHING,197
556,Watch 187,Home,2606
557,Sofa 233,Electronics,885
558,Shoes 302,electronics,-200
559,Laptop 97,Home,0
560,Camera 94,Home,1707
561,Table 136,CLOTHING,3980
562,Table 132,Clothing,0
563,T-shirt 463,Electronics,4014
564,Camera 45,CLOTHING,4217
565,Watch 241,Home,3776
566,Headphones 389,electronics,0
567,Sofa 75,Home,2005
568,Shoes 202,CLOTHING,0
569,T-shirt 115,Electronics,4296
570,Laptop 287,CLOTHING,4423
571,Camera 73,Clothing,-200
572,Sofa 351,electronics,-200
573,Shoes 353,,4651
574,Camera 127,,0
575,Camera 280,,-200
576,Sofa 282,Home,1860
577,Watch 165,,0
578,Watch 449,Electronics,-200
579,Laptop 59,CLOTHING,0
580,Shoes 423,electronics,-200
581,Shoes 494,,2593
582,Table 427,electronics,0
583,Bag 339,Home,1015
584,Shoes 228,Clothing,4869
585,Sofa 38,Clothing,410
586,Table 263,electronics,296
587,Bag 53,CLOTHING,2190
588,Headphones 157,Clothing,4513
589,Sofa 56,,-200
590,Mobile 189,Home,0
591,Mobile 494,Home,-200
592,Watch 241,Home,155
593,Headphones 400,CLOTHING,3791
594,Watch 176,,0
595,T-shirt 261,Electronics,-200
596,Table 314,Clothing,3305
597,Camera 215,,0
598,Table 297,Home,3301
599,Shoes 467,Home,-200
600,Shoes 197,Electronics,0
601,Shoes 154,,2286
602,Shoes 231,Clothing,3255
603,Shoes 113,Home,4569
604,Laptop 369,Clothing,742
605,Bag 233,Electronics,0
606,Headphones 118,Clothing,0
607,Watch 237,Home,4294
608,Bag 144,Electronics,0
609,Shoes 205,,-200
610,Shoes 473,CLOTHING,679
611,Mobile 266,Clothing,0
612,Shoes 289,Home,277
613,Sofa 196,CLOTHING,731
614,Table 315,Clothing,-200
615,Table 319,,0
616,Camera 224,CLOTHING,4584
617,Watch 382,,0
618,Watch 177,CLOTHING,209
619,Watch 362,Electronics,1161
620,Headphones 405,Clothing,-200
621,Mobile 270,Home,0
622,Sofa 317,Clothing,2298
623,Headphones 214,electronics,-200
624,Sofa 209,Clothing,1035
625,Bag 49,CLOTHING,4423
626,Sofa 143,Home,0
627,Headphones 34,Clothing,0
628,Watch 235,Home,4215
629,Headphones 204,Clothing,0
630,Table 379,Clothing,1762
631,Camera 127,,0
632,Camera 331,Clothing,0
633,Shoes 138,Home,1041
634,Laptop 476,Clothing,0
635,Camera 30,Home,912
636,Table 296,,2520
637,Mobile 437,Clothing,3003
638,Mobile 69,Clothing,3147
639,Mobile 77,Electronics,2902
640,T-shirt 413,,-200
641,Table 487,Home,0
642,Table 248,,-200
643,Shoes 275,Home,705
644,Mobile 194,CLOTHING,1348
645,Headphones 366,Home,3239
646,Shoes 262,electronics,3719
647,T-shirt 479,,4590
648,Watch 414,Clothing,-200
649,Camera 378,,0
650,Watch 78,electronics,-200
651,Laptop 41,Home,1686
652,T-shirt 263,electronics,4673
653,Shoes 217,CLOTHING,1600
654,Mobile 202,Electronics,3917
655,Table 386,Electronics,-200
656,Laptop 100,CLOTHING,2661
657,Shoes 265,Home,2004
658,Sofa 366,,1014
659,Sofa 3,Clothing,0
660,Mobile 427,CLOTHING,4876
661,Mobile 253,CLOTHING,2359
662,T-shirt 270,electronics,0
663,Watch 475,Electronics,0
664,Mobile 197,Clothing,0
665,Shoes 388,,0
666,Watch 188,electronics,3560
667,Bag 201,Electronics,0
668,Camera 241,electronics,-200
669,Table 114,,768
670,Mobile 53,CLOTHING,-200
671,Sofa 392,CLOTHING,3579
672,Camera 272,,3798
673,Mobile 6,CLOTHING,-200
674,Camera 105,,-200
675,T-shirt 413,Home,-200
676,T-shirt 313,Clothing,363
677,Camera 152,Electronics,3904
678,Table 109,,-200
679,Mobile 115,Clothing,4735
680,Headphones 109,CLOTHING,126
681,Headphones 74,,498
682,Bag 123,,0
683,Bag 350,,2557
684,Shoes 44,electronics,4042
685,Mobile 447,,4755
686,Watch 46,electronics,-200
687,T-shirt 466,,2444
688,Watch 75,,4346
689,Camera 182,CLOTHING,3220
690,Shoes 50,Clothing,0
691,Laptop 409,CLOTHING,2742
692,Sofa 458,Home,3952
693,Mobile 434,CLOTHING,-200
694,Headphones 445,Home,-200
695,Sofa 492,Home,3813
696,Mobile 5,CLOTHING,637
697,Mobile 305,electronics,4873
698,Bag 177,Electronics,1143
699,Watch 275,electronics,2266
700,Headphones 493,Home,-200
701,Bag 64,Electronics,1965
702,Watch 435,,692
703,Watch 42,Home,1828
704,Shoes 88,,0
705,Table 173,Electronics,0
706,T-shirt 144,,-200
707,T-shirt 203,,0
708,Table 146,electronics,-200
709,Bag 163,CLOTHING,0
710,Headphones 259,Electronics,101
711,Laptop 480,CLOTHING,2773
712,Shoes 470,,2777
713,Laptop 14,Electronics,0
714,Camera 286,Electronics,268
715,Shoes 102,electronics,1372
716,Laptop 15,Electronics,2740
717,Sofa 182,CLOTHING,-200
718,Headphones 424,,0
719,Table 423,electronics,3089
720,Shoes 297,CLOTHING,0
721,Mobile 208,CLOTHING,0
722,Table 239,CLOTHING,-200
723,Mobile 268,CLOTHING,2737
724,Watch 233,Clothing,3339
725,Camera 388,Home,3757
726,Table 109,,-200
727,T-shirt 306,Electronics,958
728,Shoes 167,,2057
729,Mobile 105,Clothing,-200
730,Watch 228,,0
731,Bag 371,electronics,3665
732,Bag 496,electronics,2282
733,Sofa 351,Home,2361
734,Sofa 392,Electronics,-200
735,Watch 362,Home,1154
736,Laptop 12,Electronics,-200
737,Watch 430,,-200
738,Mobile 269,CLOTHING,1442
739,Watch 356,Clothing,4734
740,T-shirt 412,Clothing,3099
741,Shoes 415,Home,2568
742,Headphones 210,Electronics,3429
743,Laptop 307,Electronics,0
744,Watch 169,,3713
745,Mobile 24,,0
746,Watch 172,Home,0
747,Table 225,electronics,2688
748,Camera 277,Clothing,2166
749,Shoes 90,Electronics,1627
750,Sofa 463,CLOTHING,4051
751,Mobile 410,CLOTHING,-200
752,Mobile 495,electronics,3934
753,Mobile 412,CLOTHING,3817
754,Shoes 487,Clothing,3043
755,Mobile 494,CLOTHING,0
756,Bag 369,,107
757,Laptop 187,electronics,0
758,Mobile 361,electronics,-200
759,Watch 362,electronics,-200
760,Sofa 462,Home,442
761,Headphones 425,Home,-200
762,Headphones 59,Home,0
763,Table 83,Electronics,2847
764,T-shirt 250,electronics,1742
765,Watch 52,electronics,-200
766,Watch 172,Clothing,3090
767,Mobile 143,Home,-200
768,Sofa 489,,813
769,Table 292,CLOTHING,4631
770,Laptop 270,,2172
771,Camera 394,Home,3427
772,Headphones 35,,0
773,Laptop 306,Home,2989
774,Camera 49,Home,-200
775,Camera 301,,0
776,Watch 155,,-200
777,Camera 155,,2509
778,Camera 187,electronics,0
779,T-shirt 36,CLOTHING,-200
780,T-shirt 121,Clothing,0
781,Bag 408,,2289
782,T-shirt 104,,3918
783,Watch 398,Home,-200
784,Sofa 139,Clothing,0
785,Bag 50,Clothing,-200
786,Table 342,CLOTHING,-200
787,Camera 289,Clothing,0
788,Bag 194,Electronics,557
789,Table 417,,4123
790,Table 289,electronics,2379
791,Shoes 464,CLOTHING,224
792,Bag 73,electronics,-200
793,Table 306,Electronics,0
794,Headphones 151,CLOTHING,3820
795,Camera 394,electronics,4955
796,Laptop 330,,2605
797,Mobile 240,Clothing,-200
798,Watch 402,Electronics,0
799,Table 368,Clothing,3162
800,Camera 357,,0
801,Watch 478,Home,0
802,Sofa 296,electronics,-200
803,Laptop 335,CLOTHING,2066
804,Mobile 312,,-200
805,Table 469,Home,739
806,Camera 88,Home,-200
807,Table 192,Home,-200
808,Laptop 425,Home,-200
809,T-shirt 498,Electronics,2707
810,Shoes 90,,952
811,T-shirt 35,CLOTHING,0
812,Headphones 202,,-200
813,Shoes 487,CLOTHING,4564
814,Headphones 256,CLOTHING,0
815,Headphones 465,Home,3875
816,Shoes 159,CLOTHING,3480
817,Mobile 220,,2899
818,Bag 164,Home,1362
819,Sofa 391,Electronics,2207
820,Laptop 488,Clothing,1446
821,Table 487,Home,4772
822,Watch 458,,4432
823,Headphones 137,electronics,1120
824,Shoes 9,electronics,1039
825,Mobile 480,Clothing,2989
826,Watch 404,electronics,4427
827,Sofa 496,CLOTHING,0
828,Mobile 220,CLOTHING,4593
829,Laptop 378,electronics,-200
830,Shoes 408,CLOTHING,3504
831,Shoes 212,Clothing,3916
832,Table 424,electronics,1485
833,Headphones 151,electronics,2376
834,Table 381,Home,3835
835,Camera 56,Electronics,-200
836,T-shirt 492,Electronics,1102
837,Table 116,,-200
838,Shoes 434,Home,3179
839,Watch 107,Electronics,4068
840,Camera 369,,0
841,T-shirt 207,Home,528
842,Bag 162,Home,0
843,Bag 470,Clothing,1434
844,Camera 490,electronics,618
845,Mobile 54,Electronics,4466
846,Sofa 337,CLOTHING,-200
847,Watch 454,,2717
848,Watch 431,Home,297
849,Shoes 254,Clothing,756
850,Table 303,,0
851,Mobile 47,Clothing,1946
852,Sofa 221,electronics,607
853,Mobile 129,Clothing,2298
854,Laptop 7,CLOTHING,-200
855,Mobile 187,Clothing,0
856,Table 28,,3909
857,Laptop 260,Home,3046
858,Camera 103,CLOTHING,3822
859,Sofa 373,CLOTHING,4286
860,Shoes 239,CLOTHING,-200
861,Headphones 35,Home,-200
862,Mobile 257,Clothing,-200
863,Laptop 10,Clothing,4954
864,Laptop 411,electronics,2682
865,T-shirt 67,Home,3177
866,Sofa 498,,4352
867,Headphones 166,CLOTHING,2362
868,Table 221,electronics,3037
869,Sofa 118,Home,-200
870,Sofa 470,CLOTHING,436
871,Headphones 170,Electronics,-200
872,Shoes 248,CLOTHING,1252
873,Camera 267,Clothing,548
874,T-shirt 113,,4831
875,Bag 25,Home,0
876,Bag 207,CLOTHING,970
877,T-shirt 299,,721
878,Headphones 199,electronics,1004
879,T-shirt 371,electronics,-200
880,Shoes 297,electronics,3733
881,Laptop 240,Home,0
882,Headphones 67,,0
883,Table 160,Clothing,0
884,Bag 411,CLOTHING,-200
885,Sofa 483,Clothing,-200
886,Laptop 282,Home,811
887,Sofa 33,electronics,-200
888,Laptop 296,,0
889,T-shirt 194,Clothing,0
890,Table 53,Home,0
891,Headphones 442,,2688
892,Table 112,CLOTHING,4061
893,Laptop 15,Electronics,4037
894,Watch 426,,1722
895,Shoes 325,,3344
896,Laptop 290,CLOTHING,3632
897,T-shirt 192,electronics,1685
898,Shoes 233,CLOTHING,895
899,Sofa 122,Electronics,3289
900,Sofa 431,CLOTHING,149
901,Shoes 376,Electronics,2290
902,Mobile 155,,3742
903,Mobile 471,Electronics,4735
904,Laptop 248,,0
905,Shoes 122,,4415
906,Shoes 89,electronics,3194
907,Bag 478,electronics,0
908,Mobile 154,electronics,1818
909,Headphones 71,,2206
910,Camera 93,Electronics,-200
911,Watch 452,Electronics,3906
912,Mobile 252,electronics,0
913,Mobile 405,Electronics,0
914,Mobile 278,Home,2871
915,Camera 164,electronics,-200
916,Table 246,CLOTHING,-200
917,Shoes 175,,0
918,Mobile 164,CLOTHING,0
919,Watch 176,,-200
920,Headphones 128,CLOTHING,2256
921,Watch 474,CLOTHING,3023
922,Watch 386,Electronics,-200
923,Headphones 101,Electronics,2813
924,Mobile 177,Home,-200
925,Headphones 101,electronics,1936
926,Headphones 99,CLOTHING,1020
927,Headphones 247,CLOTHING,3215
928,Mobile 176,,654
929,Laptop 308,Home,3411
930,Shoes 417,Home,3064
931,Table 126,Clothing,0
932,Camera 199,electronics,425
933,Sofa 360,Home,247
934,Laptop 10,Clothing,2736
935,Watch 431,Electronics,-200
936,T-shirt 16,Clothing,-200
937,Table 286,Electronics,1262
938,Camera 240,Electronics,1926
939,Watch 249,,-200
940,Sofa 439,Electronics,4320
941,Camera 215,,-200
942,Headphones 407,,-200
943,Bag 259,Electronics,265
944,Watch 145,Electronics,2917
945,Table 89,Clothing,3108
946,Camera 352,electronics,0
947,Bag 455,CLOTHING,4795
948,Shoes 465,electronics,0
949,Table 20,CLOTHING,3307
950,Table 412,electronics,3245
951,Headphones 189,electronics,-200
952,Table 123,Electronics,1976
953,T-shirt 489,electronics,291
954,Shoes 99,CLOTHING,-200
955,Table 279,CLOTHING,-200
956,Table 174,CLOTHING,2864
957,Shoes 443,Home,3238
958,Sofa 251,Electronics,1293
959,Headphones 464,CLOTHING,-200
960,Headphones 396,Electronics,-200
961,Table 114,electronics,4005
962,Watch 433,Home,0
963,Bag 325,CLOTHING,1535
964,Shoes 373,Clothing,2522
965,Headphones 156,,1260
966,Table 6,CLOTHING,2590
967,Camera 282,electronics,-200
968,Headphones 216,,0
969,Table 398,Clothing,533
970,Watch 141,CLOTHING,2607
971,Headphones 473,Clothing,0
972,Mobile 310,CLOTHING,0
973,Table 169,,2290
974,Camera 176,,-200
975,Table 112,electronics,4923
976,Watch 274,Clothing,2423
977,Sofa 452,Clothing,4392
978,Laptop 260,Home,-200
979,Sofa 223,Clothing,-200
980,Bag 463,Electronics,4113
981,Table 167,,2782
982,Watch 461,,-200
983,Mobile 209,Clothing,-200
984,Shoes 226,,4698
985,T-shirt 406,Clothing,270
986,Camera 394,,0
987,Watch 292,Home,1598
988,Camera 288,,2007
989,Camera 145,Clothing,0
990,Headphones 408,CLOTHING,0
991,Mobile 24,CLOTHING,0
992,T-shirt 423,CLOTHING,215
993,Shoes 123,,4158
994,Watch 355,electronics,2667
995,Sofa 212,Home,0
996,Headphones 66,Electronics,1009
997,Bag 407,CLOTHING,0
998,Watch 351,Clothing,1908
999,T-shirt 38,,-200
1000,Sofa 229,Electronics,1241
1001,Mobile 437,Clothing,2712
1002,T-shirt 227,Electronics,-200
1003,Headphones 216,electronics,241
1004,T-shirt 348,Clothing,3763
1005,Sofa 266,Home,2088
1006,Camera 337,Home,-200
